campus_name,borough,year,month,weekday,route_id,Violation Type,violation_count
Hostos Community College,Bronx,2025,April,Wednesday,BX19,MOBILE DOUBLE PARKED,3
Hostos Community College,Bronx,2025,April,Wednesday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,April,Wednesday,BX6+,MOBILE DOUBLE PARKED,5
Hostos Community College,Bronx,2025,August,Friday,BX19,MOBILE BUS LANE,9
Hostos Community College,Bronx,2025,August,Friday,BX19,MOBILE BUS STOP,4
Hostos Community College,Bronx,2025,August,Friday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,August,Monday,BX19,MOBILE BUS LANE,19
Hostos Community College,Bronx,2025,August,Monday,BX19,MOBILE BUS STOP,8
Hostos Community College,Bronx,2025,August,Monday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,August,Saturday,BX19,MOBILE BUS LANE,8
Hostos Community College,Bronx,2025,August,Saturday,BX19,MOBILE BUS STOP,6
Hostos Community College,Bronx,2025,August,Saturday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,August,Sunday,BX19,MOBILE BUS LANE,6
Hostos Community College,Bronx,2025,August,Sunday,BX19,MOBILE BUS STOP,6
Hostos Community College,Bronx,2025,August,Sunday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,August,Thursday,BX19,MOBILE BUS LANE,8
Hostos Community College,Bronx,2025,August,Thursday,BX19,MOBILE BUS STOP,7
Hostos Community College,Bronx,2025,August,Tuesday,BX19,MOBILE BUS LANE,6
Hostos Community College,Bronx,2025,August,Tuesday,BX19,MOBILE BUS STOP,9
Hostos Community College,Bronx,2025,August,Tuesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,August,Wednesday,BX19,MOBILE BUS LANE,6
Hostos Community College,Bronx,2025,August,Wednesday,BX19,MOBILE BUS STOP,7
Hostos Community College,Bronx,2025,February,Friday,BX19,MOBILE BUS LANE,8
Hostos Community College,Bronx,2025,February,Friday,BX19,MOBILE BUS STOP,31
Hostos Community College,Bronx,2025,February,Friday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,February,Friday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,February,Friday,BX6+,MOBILE DOUBLE PARKED,3
Hostos Community College,Bronx,2025,February,Monday,BX19,MOBILE BUS LANE,10
Hostos Community College,Bronx,2025,February,Monday,BX19,MOBILE BUS STOP,31
Hostos Community College,Bronx,2025,February,Monday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,February,Monday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,February,Saturday,BX19,MOBILE BUS LANE,2
Hostos Community College,Bronx,2025,February,Saturday,BX19,MOBILE BUS STOP,12
Hostos Community College,Bronx,2025,February,Saturday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,February,Saturday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,February,Sunday,BX19,MOBILE BUS LANE,7
Hostos Community College,Bronx,2025,February,Sunday,BX19,MOBILE BUS STOP,12
Hostos Community College,Bronx,2025,February,Thursday,BX19,MOBILE BUS LANE,17
Hostos Community College,Bronx,2025,February,Thursday,BX19,MOBILE BUS STOP,29
Hostos Community College,Bronx,2025,February,Thursday,BX19,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,February,Thursday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,February,Thursday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,February,Tuesday,BX19,MOBILE BUS LANE,15
Hostos Community College,Bronx,2025,February,Tuesday,BX19,MOBILE BUS STOP,27
Hostos Community College,Bronx,2025,February,Tuesday,BX19,MOBILE DOUBLE PARKED,3
Hostos Community College,Bronx,2025,February,Wednesday,BX19,MOBILE BUS LANE,13
Hostos Community College,Bronx,2025,February,Wednesday,BX19,MOBILE BUS STOP,28
Hostos Community College,Bronx,2025,February,Wednesday,BX19,MOBILE DOUBLE PARKED,5
Hostos Community College,Bronx,2025,February,Wednesday,BX6+,MOBILE DOUBLE PARKED,3
Hostos Community College,Bronx,2025,January,Friday,BX19,MOBILE BUS LANE,16
Hostos Community College,Bronx,2025,January,Friday,BX19,MOBILE BUS STOP,32
Hostos Community College,Bronx,2025,January,Friday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,Bronx,2025,January,Friday,BX6+,MOBILE BUS STOP,8
Hostos Community College,Bronx,2025,January,Friday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,January,Monday,BX19,MOBILE BUS LANE,17
Hostos Community College,Bronx,2025,January,Monday,BX19,MOBILE BUS STOP,46
Hostos Community College,Bronx,2025,January,Monday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,January,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,January,Saturday,BX19,MOBILE BUS LANE,5
Hostos Community College,Bronx,2025,January,Saturday,BX19,MOBILE BUS STOP,16
Hostos Community College,Bronx,2025,January,Saturday,BX6+,MOBILE BUS STOP,3
Hostos Community College,Bronx,2025,January,Saturday,BX6+,MOBILE DOUBLE PARKED,10
Hostos Community College,Bronx,2025,January,Sunday,BX19,MOBILE BUS LANE,6
Hostos Community College,Bronx,2025,January,Sunday,BX19,MOBILE BUS STOP,8
Hostos Community College,Bronx,2025,January,Sunday,BX19,MOBILE DOUBLE PARKED,12
Hostos Community College,Bronx,2025,January,Thursday,BX19,MOBILE BUS LANE,16
Hostos Community College,Bronx,2025,January,Thursday,BX19,MOBILE BUS STOP,23
Hostos Community College,Bronx,2025,January,Thursday,BX19,MOBILE DOUBLE PARKED,3
Hostos Community College,Bronx,2025,January,Thursday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,January,Tuesday,BX19,MOBILE BUS LANE,14
Hostos Community College,Bronx,2025,January,Tuesday,BX19,MOBILE BUS STOP,13
Hostos Community College,Bronx,2025,January,Tuesday,BX19,MOBILE DOUBLE PARKED,8
Hostos Community College,Bronx,2025,January,Tuesday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,January,Wednesday,BX19,MOBILE BUS LANE,8
Hostos Community College,Bronx,2025,January,Wednesday,BX19,MOBILE BUS STOP,26
Hostos Community College,Bronx,2025,January,Wednesday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,Bronx,2025,January,Wednesday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,January,Wednesday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,July,Friday,BX19,MOBILE BUS LANE,16
Hostos Community College,Bronx,2025,July,Friday,BX19,MOBILE BUS STOP,13
Hostos Community College,Bronx,2025,July,Friday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,Bronx,2025,July,Friday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,July,Monday,BX19,MOBILE BUS LANE,24
Hostos Community College,Bronx,2025,July,Monday,BX19,MOBILE BUS STOP,9
Hostos Community College,Bronx,2025,July,Monday,BX19,MOBILE DOUBLE PARKED,8
Hostos Community College,Bronx,2025,July,Monday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,July,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,July,Saturday,BX19,MOBILE BUS LANE,9
Hostos Community College,Bronx,2025,July,Saturday,BX19,MOBILE BUS STOP,10
Hostos Community College,Bronx,2025,July,Saturday,BX19,MOBILE DOUBLE PARKED,9
Hostos Community College,Bronx,2025,July,Saturday,BX6+,MOBILE BUS STOP,4
Hostos Community College,Bronx,2025,July,Saturday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,July,Sunday,BX19,MOBILE BUS LANE,10
Hostos Community College,Bronx,2025,July,Sunday,BX19,MOBILE BUS STOP,19
Hostos Community College,Bronx,2025,July,Sunday,BX19,MOBILE DOUBLE PARKED,9
Hostos Community College,Bronx,2025,July,Thursday,BX19,MOBILE BUS LANE,13
Hostos Community College,Bronx,2025,July,Thursday,BX19,MOBILE BUS STOP,17
Hostos Community College,Bronx,2025,July,Thursday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,Bronx,2025,July,Thursday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,July,Thursday,BX6+,MOBILE DOUBLE PARKED,5
Hostos Community College,Bronx,2025,July,Tuesday,BX19,MOBILE BUS LANE,25
Hostos Community College,Bronx,2025,July,Tuesday,BX19,MOBILE BUS STOP,17
Hostos Community College,Bronx,2025,July,Tuesday,BX19,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,July,Tuesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,July,Tuesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,July,Wednesday,BX19,MOBILE BUS LANE,18
Hostos Community College,Bronx,2025,July,Wednesday,BX19,MOBILE BUS STOP,25
Hostos Community College,Bronx,2025,July,Wednesday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,Bronx,2025,June,Friday,BX19,MOBILE BUS LANE,14
Hostos Community College,Bronx,2025,June,Friday,BX19,MOBILE BUS STOP,19
Hostos Community College,Bronx,2025,June,Friday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,June,Friday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,June,Monday,BX19,MOBILE BUS LANE,38
Hostos Community College,Bronx,2025,June,Monday,BX19,MOBILE BUS STOP,18
Hostos Community College,Bronx,2025,June,Monday,BX19,MOBILE DOUBLE PARKED,5
Hostos Community College,Bronx,2025,June,Saturday,BX19,MOBILE BUS LANE,8
Hostos Community College,Bronx,2025,June,Saturday,BX19,MOBILE BUS STOP,22
Hostos Community College,Bronx,2025,June,Saturday,BX19,MOBILE DOUBLE PARKED,5
Hostos Community College,Bronx,2025,June,Sunday,BX19,MOBILE BUS LANE,11
Hostos Community College,Bronx,2025,June,Sunday,BX19,MOBILE BUS STOP,16
Hostos Community College,Bronx,2025,June,Sunday,BX19,MOBILE DOUBLE PARKED,12
Hostos Community College,Bronx,2025,June,Sunday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,June,Thursday,BX19,MOBILE BUS LANE,11
Hostos Community College,Bronx,2025,June,Thursday,BX19,MOBILE BUS STOP,20
Hostos Community College,Bronx,2025,June,Thursday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,Bronx,2025,June,Tuesday,BX19,MOBILE BUS LANE,26
Hostos Community College,Bronx,2025,June,Tuesday,BX19,MOBILE BUS STOP,25
Hostos Community College,Bronx,2025,June,Tuesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,June,Wednesday,BX19,MOBILE BUS LANE,21
Hostos Community College,Bronx,2025,June,Wednesday,BX19,MOBILE BUS STOP,24
Hostos Community College,Bronx,2025,June,Wednesday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,June,Wednesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Friday,BX19,MOBILE BUS LANE,16
Hostos Community College,Bronx,2025,March,Friday,BX19,MOBILE BUS STOP,32
Hostos Community College,Bronx,2025,March,Friday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,Bronx,2025,March,Friday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,March,Friday,BX6+,MOBILE DOUBLE PARKED,7
Hostos Community College,Bronx,2025,March,Monday,BX19,MOBILE BUS LANE,22
Hostos Community College,Bronx,2025,March,Monday,BX19,MOBILE BUS STOP,30
Hostos Community College,Bronx,2025,March,Monday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Monday,BX6+,MOBILE BUS STOP,4
Hostos Community College,Bronx,2025,March,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Saturday,BX19,MOBILE BUS LANE,11
Hostos Community College,Bronx,2025,March,Saturday,BX19,MOBILE BUS STOP,23
Hostos Community College,Bronx,2025,March,Sunday,BX19,MOBILE BUS LANE,6
Hostos Community College,Bronx,2025,March,Sunday,BX19,MOBILE BUS STOP,17
Hostos Community College,Bronx,2025,March,Sunday,BX19,MOBILE DOUBLE PARKED,10
Hostos Community College,Bronx,2025,March,Sunday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,March,Sunday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Thursday,BX19,MOBILE BUS LANE,20
Hostos Community College,Bronx,2025,March,Thursday,BX19,MOBILE BUS STOP,32
Hostos Community College,Bronx,2025,March,Thursday,BX6+,MOBILE BUS STOP,4
Hostos Community College,Bronx,2025,March,Thursday,BX6+,MOBILE DOUBLE PARKED,3
Hostos Community College,Bronx,2025,March,Tuesday,BX19,MOBILE BUS LANE,9
Hostos Community College,Bronx,2025,March,Tuesday,BX19,MOBILE BUS STOP,17
Hostos Community College,Bronx,2025,March,Tuesday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Tuesday,BX6+,MOBILE BUS STOP,2
Hostos Community College,Bronx,2025,March,Tuesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Wednesday,BX19,MOBILE BUS LANE,15
Hostos Community College,Bronx,2025,March,Wednesday,BX19,MOBILE BUS STOP,38
Hostos Community College,Bronx,2025,March,Wednesday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,March,Wednesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,March,Wednesday,BX6+,MOBILE DOUBLE PARKED,9
Hostos Community College,Bronx,2025,May,Friday,BX19,MOBILE BUS LANE,15
Hostos Community College,Bronx,2025,May,Friday,BX19,MOBILE BUS STOP,34
Hostos Community College,Bronx,2025,May,Friday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,May,Monday,BX19,MOBILE BUS LANE,11
Hostos Community College,Bronx,2025,May,Monday,BX19,MOBILE BUS STOP,23
Hostos Community College,Bronx,2025,May,Monday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,Bronx,2025,May,Monday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,May,Monday,BX6+,MOBILE DOUBLE PARKED,6
Hostos Community College,Bronx,2025,May,Saturday,BX19,MOBILE BUS LANE,9
Hostos Community College,Bronx,2025,May,Saturday,BX19,MOBILE BUS STOP,30
Hostos Community College,Bronx,2025,May,Saturday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,May,Saturday,BX35,MOBILE DOUBLE PARKED,1
Hostos Community College,Bronx,2025,May,Saturday,BX6+,MOBILE BUS STOP,3
Hostos Community College,Bronx,2025,May,Sunday,BX19,MOBILE BUS LANE,4
Hostos Community College,Bronx,2025,May,Sunday,BX19,MOBILE BUS STOP,7
Hostos Community College,Bronx,2025,May,Sunday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,Bronx,2025,May,Sunday,BX6+,MOBILE BUS LANE,1
Hostos Community College,Bronx,2025,May,Thursday,BX19,MOBILE BUS LANE,25
Hostos Community College,Bronx,2025,May,Thursday,BX19,MOBILE BUS STOP,48
Hostos Community College,Bronx,2025,May,Thursday,BX19,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,May,Thursday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,May,Thursday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,May,Tuesday,BX19,MOBILE BUS LANE,21
Hostos Community College,Bronx,2025,May,Tuesday,BX19,MOBILE BUS STOP,28
Hostos Community College,Bronx,2025,May,Tuesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,May,Tuesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,May,Tuesday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,Bronx,2025,May,Wednesday,BX19,MOBILE BUS LANE,14
Hostos Community College,Bronx,2025,May,Wednesday,BX19,MOBILE BUS STOP,25
Hostos Community College,Bronx,2025,May,Wednesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,Bronx,2025,May,Wednesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,Bronx,2025,May,Wednesday,BX6+,MOBILE DOUBLE PARKED,4
Kingsborough Community College,Brooklyn,0,None,None,None,None,0
LaGuardia Community College,Queens,0,None,None,None,None,0
Queensborough Community College,Queens,0,None,None,None,None,0
Guttman Community College,Manhattan,2025,August,Friday,M2,MOBILE BUS LANE,15
Guttman Community College,Manhattan,2025,August,Friday,M2,MOBILE BUS STOP,15
Guttman Community College,Manhattan,2025,August,Friday,M2,MOBILE DOUBLE PARKED,4
Guttman Community College,Manhattan,2025,August,Friday,M4,MOBILE BUS STOP,2
Guttman Community College,Manhattan,2025,August,Friday,M42,MOBILE BUS LANE,50
Guttman Community College,Manhattan,2025,August,Friday,M42,MOBILE BUS STOP,8
Guttman Community College,Manhattan,2025,August,Monday,M2,MOBILE BUS LANE,9
Guttman Community College,Manhattan,2025,August,Monday,M2,MOBILE BUS STOP,9
Guttman Community College,Manhattan,2025,August,Monday,M4,MOBILE BUS STOP,2
Guttman Community College,Manhattan,2025,August,Monday,M42,MOBILE BUS LANE,50
Guttman Community College,Manhattan,2025,August,Monday,M42,MOBILE BUS STOP,14
Guttman Community College,Manhattan,2025,August,Saturday,M2,MOBILE BUS LANE,15
Guttman Community College,Manhattan,2025,August,Saturday,M2,MOBILE BUS STOP,5
Guttman Community College,Manhattan,2025,August,Saturday,M42,MOBILE BUS LANE,88
Guttman Community College,Manhattan,2025,August,Saturday,M42,MOBILE BUS STOP,6
Guttman Community College,Manhattan,2025,August,Saturday,M42,MOBILE DOUBLE PARKED,2
Guttman Community College,Manhattan,2025,August,Sunday,M2,MOBILE BUS LANE,9
Guttman Community College,Manhattan,2025,August,Sunday,M2,MOBILE BUS STOP,8
Guttman Community College,Manhattan,2025,August,Sunday,M42,MOBILE BUS LANE,26
Guttman Community College,Manhattan,2025,August,Thursday,M2,MOBILE BUS LANE,3
Guttman Community College,Manhattan,2025,August,Thursday,M2,MOBILE BUS STOP,3
Guttman Community College,Manhattan,2025,August,Thursday,M4,MOBILE BUS STOP,2
Guttman Community College,Manhattan,2025,August,Thursday,M42,MOBILE BUS LANE,56
Guttman Community College,Manhattan,2025,August,Thursday,M42,MOBILE BUS STOP,2
Guttman Community College,Manhattan,2025,August,Tuesday,M2,MOBILE BUS LANE,13
Guttman Community College,Manhattan,2025,August,Tuesday,M2,MOBILE BUS STOP,17
Guttman Community College,Manhattan,2025,August,Tuesday,M42,MOBILE BUS LANE,55
Guttman Community College,Manhattan,2025,August,Tuesday,M42,MOBILE BUS STOP,8
Guttman Community College,Manhattan,2025,August,Tuesday,M42,MOBILE DOUBLE PARKED,2
Guttman Community College,Manhattan,2025,August,Wednesday,M2,MOBILE BUS LANE,6
Guttman Community College,Manhattan,2025,August,Wednesday,M2,MOBILE BUS STOP,13
Guttman Community College,Manhattan,2025,August,Wednesday,M4,MOBILE BUS STOP,2
Guttman Community College,Manhattan,2025,August,Wednesday,M42,MOBILE BUS LANE,26
Guttman Community College,Manhattan,2025,August,Wednesday,M42,MOBILE BUS STOP,2
Guttman Community College,Manhattan,2025,July,Friday,M2,MOBILE BUS LANE,19
Guttman Community College,Manhattan,2025,July,Friday,M2,MOBILE BUS STOP,28
Guttman Community College,Manhattan,2025,July,Friday,M2,MOBILE DOUBLE PARKED,2
Guttman Community College,Manhattan,2025,July,Friday,M4,MOBILE BUS STOP,4
Guttman Community College,Manhattan,2025,July,Friday,M42,MOBILE BUS LANE,48
Guttman Community College,Manhattan,2025,July,Friday,M42,MOBILE BUS STOP,33
Guttman Community College,Manhattan,2025,July,Monday,M2,MOBILE BUS LANE,13
Guttman Community College,Manhattan,2025,July,Monday,M2,MOBILE BUS STOP,29
Guttman Community College,Manhattan,2025,July,Monday,M42,MOBILE BUS LANE,33
Guttman Community College,Manhattan,2025,July,Monday,M42,MOBILE BUS STOP,50
Guttman Community College,Manhattan,2025,July,Monday,M42,MOBILE DOUBLE PARKED,2
Guttman Community College,Manhattan,2025,July,Saturday,M2,MOBILE BUS LANE,33
Guttman Community College,Manhattan,2025,July,Saturday,M2,MOBILE BUS STOP,18
Guttman Community College,Manhattan,2025,July,Saturday,M4,MOBILE BUS STOP,1
Guttman Community College,Manhattan,2025,July,Saturday,M42,MOBILE BUS LANE,98
Guttman Community College,Manhattan,2025,July,Saturday,M42,MOBILE BUS STOP,41
Guttman Community College,Manhattan,2025,July,Sunday,M2,MOBILE BUS LANE,17
Guttman Community College,Manhattan,2025,July,Sunday,M2,MOBILE BUS STOP,6
Guttman Community College,Manhattan,2025,July,Sunday,M2,MOBILE DOUBLE PARKED,1
Guttman Community College,Manhattan,2025,July,Sunday,M42,MOBILE BUS LANE,64
Guttman Community College,Manhattan,2025,July,Sunday,M42,MOBILE BUS STOP,28
Guttman Community College,Manhattan,2025,July,Thursday,M2,MOBILE BUS LANE,30
Guttman Community College,Manhattan,2025,July,Thursday,M2,MOBILE BUS STOP,41
Guttman Community College,Manhattan,2025,July,Thursday,M4,MOBILE BUS STOP,9
Guttman Community College,Manhattan,2025,July,Thursday,M42,MOBILE BUS LANE,50
Guttman Community College,Manhattan,2025,July,Thursday,M42,MOBILE BUS STOP,52
Guttman Community College,Manhattan,2025,July,Tuesday,M2,MOBILE BUS LANE,14
